Dexbonus,"You just made my evening :)
Hope you get better soon and enjoy your trip! &lt;2 "
Dexbonus,Dodger seriously this needs to stop you&#39;re too adorable my heart can&#39;t take your cuteness even not feeling well you&#39;re way too cute lol Seriously though feel better!
Dexbonus,I like how when AxCrank types something in English on Twitter for practice someone will help him out in parts that are wrong.
Dexbonus,"This whole video made me either laugh or go &quot;Aww.. Poor thing..&quot;

But yeah as I&#39;m sure many others said, hopefully you feel better soon."
Dexbonus,C&#39;est drôle de te voir parler en Français (surtout avec un si bon accent) :D ! And I hope  you liked your trip in Paris! (I live there) A quick question why in your title you&#39;ve wrote &quot;Eau&quot;?
Dexbonus,Dodger finally gets excellent hair style for next tens years :)
Dexbonus,Get well soon so you can enjoy your trip Dodger.
Dexbonus,"Wow Dodger... as a French Canadian, that intro was super adorable. &lt;3 :D"
Dexbonus,Dodger ends up sick but somehow looks prettier than ever? How is that even possible?
Dexbonus,French is a rather pretty language and one of the more spoken languages in the world. Really no reason to expect the average French person to learn another language. Having lived in a tourist area with tourist attitudes I can understand if somebody doesn&#39;t want to talk to them. People turn their &quot;jerk &#39;tude&quot; on quite often when they vacation.
Dexbonus,I love how this is just basically uncut - awesome.
Dexbonus,"one time, I was on a field trip to a dairy farm, and they told us that if you drink unpasteurized milk for a few weeks, you&#39;ll have the effects of being lactose intolerant at first, but as the symptoms disappear (because they totally will), you&#39;ll never be lactose intolerant ever again

just something you might want to look up

also, I&#39;m liking this hairstyle, it&#39;s a refreshing change from the norm, and it looks nice"
Dexbonus,"Je suis un peu malade is the correct way to say it. As a french canadian hearing your accent gives my goosebumps goosebumps lol 
"
Dexbonus,"Amanda must envy you right now (for visiting France). ;p
Hope you feel better soon, and I&#39;m glad you are enjoying your stay in Paris. The vlogs are quite interesting to say the least, hopefully you&#39;ll be able to vlog outside the house too. And yes you do look like you&#39;re French, just put on a beret next time for complete blending."
Dexbonus,no apologies necessary dodger we love it when you make you videos long we encourage you to make longer videos
Dexbonus,"<a href=""https://www.youtube.com/watch?v=VNOJ_xKCWVI&amp;t=00h00m46s"">00:00:46</a> she’s on screen<br><a href=""https://www.youtube.com/watch?v=VNOJ_xKCWVI&amp;t=01h35m43s"">01:35:43</a> her voice is back. (A=Asian) ALM!!!✊🏻✊🏼✊🏽✊🏾✊🏿<br><a href=""https://www.youtube.com/watch?v=VNOJ_xKCWVI&amp;t=01h49m57s"">01:49:57</a> the game starts (I don’t know why her voice isn’t present)<br><a href=""https://www.youtube.com/watch?v=VNOJ_xKCWVI&amp;t=01h54m09s"">01:54:09</a> the audio starts back up(time stamp brought to you by the person below this comment 🙂❤️)<br><a href=""https://www.youtube.com/watch?v=VNOJ_xKCWVI&amp;t=02h36m49s"">02:36:49</a> she’s back on screen<br><a href=""https://www.youtube.com/watch?v=VNOJ_xKCWVI&amp;t=02h41m39s"">02:41:39</a> she’s back on screen<br><a href=""https://www.youtube.com/watch?v=VNOJ_xKCWVI&amp;t=02h42m38s"">02:42:38</a> the game is back on<br><a href=""https://www.youtube.com/watch?v=VNOJ_xKCWVI&amp;t=03h30m05s"">03:30:05</a> her voice is back<br><a href=""https://www.youtube.com/watch?v=VNOJ_xKCWVI&amp;t=03h37m15s"">03:37:15</a> the game is back on<br><a href=""https://www.youtube.com/watch?v=VNOJ_xKCWVI&amp;t=04h22m39s"">04:22:39</a> she’s done with the game for this video<br><a href=""https://www.youtube.com/watch?v=VNOJ_xKCWVI&amp;t=04h36m20s"">04:36:20</a> she’s done"
Dexbonus,"I think doogs have been in the UK for too long, she&#39;s turning into Harry Potter"
Dexbonus,i know shes really annoyed of sherlock but i hope she finishes it bc theres no way im playing it myself LOL
Dexbonus,Poor Dodger is suffering through this game but it&#39;s still fun to watch this playthrough &#39;xD
Dexbonus,"<a href=""https://www.youtube.com/watch?v=VcRQj2OHBMU&amp;t=2h38m14s"">2:38:14</a> I just realized Sherlock getting the Beehive is a reference to that one time in Crimes &amp; Punishments when Watson walks into 221B for a faceful of Sherlock&#39;s bees 😄"
Dexbonus,"I imagine Dodger walking around the lawn, all happy and care free, and with every step makes that walking sqeaky sound from cat poke. I hope your father will be happy with those new controllers Dodge, also Ro is doing another Livestream on saturday, she is becoming a livestream addict. :)"
Dexbonus,I got a good laugh at how she seemed so genuinely surprised at how awake she was. 
Dexbonus,"T-shirt,hair long ,chilling with no makeup on that&#39;s when she&#39;s the prettiest i hope she doesn&#39;t take it wrong "
Dexbonus,"Right? I&#39;m with you. Dodger may not always have the best stories or the stories one might not be looking for, but damn is she one hell of a story teller. It&#39;s just the way she does it! Back when I used to play WoW I&#39;d just have her on as my background noise when I was doing whatever. Quests, random dungeons, random battlegrounds. Had her videos on shuffle like she was my music. Of course I&#39;d alt tab a lot on new videos when she would mimic or show us something."
Dexbonus,"Silly Dodger is silly tonight. And just as I was thinking that she was getting sillier, she mentioned how we could probably notice her waking up. Correlation achieved."
Dexbonus,"Dodger, growing your own food and eating it is the most amazing feeling! I totally agree with you. "
Dexbonus,"thank you for taking your time to make the videos. because usually i&#39;m one of those guys it&#39;s hard to find a present for. but your little 10-12 minutes of sunshine everyday are a really great gift.
you&#39;re one of the greratest ladyfaces out there ;)"
Dexbonus,My parents used to own a bakery and I can totally relate to making your own food being the best food. I think I got kind of spoiled by our bread as today I only like very high quality bread and cake :)
Dexbonus,"I don&#39;t know why, this girl makes me smile.  Thank you."
Dexbonus,I can never take my attention away from the video. Because then I miss all of her hilarious expressions.
Dexbonus,"I love the beginning of this because my desk is at the foot of my bed, so there literally is a huge bed right behind me. "
Dexbonus,Once your body gets used to the caffeine it doesn&#39;t really have the same effect anymore. I can drink like a pint of coffee and go to sleep immediately.
Dexbonus,Even though you looked great yesterday it&#39;s nice to have the old Dodger back today :) 
Dexbonus,I cant believe you can actually fall asleep with all that coffee you&#39;ve been drinking &gt;.&lt;
Dexbonus,"That nose twitch as she switches off the camera, so cute!"
Dexbonus,Dodger! &lt;3 Your normal new hair looks luvly :) Glad you&#39;re having a great time time back home!
Dexbonus,"Oh my gosh!! My mom&#39;s first home-made batch of Kombucha just got done, and I was able to try some. It was really good. If its something you really like, I&#39;d suggest saving up glass bottles or something to store it in once its ready for drinking."
Dexbonus,"She isn&#39;t selling herself, she is just talking and it happens to go into that box, its like ghost protocol man!"
Dexbonus,"I expect most &quot;custom&quot; apparel to be pullover versus zip-up. I don&#39;t know if that&#39;s cheaper, but it features the graphic on it better. Though I prefer zip-up because for me they&#39;re just easier to get on and off and won&#39;t mess with your head (Like physically mess with your face and hair)."
Dexbonus,"I think you should do some Coffeh episodes in your old bedroom (if your parent&#39;s haven&#39;t done anything with it, that is). Would bring back some memories for the long-hauler subs like me :)."
Dexbonus,"Am I the only one that could see Dodger walking around on the lawn saying things like that with dramatic excitement?
"
Dexbonus,"Ma&#39;am, we are pleased to announce that your hair is going to make a full recover. You may come back during visiting hours."
Dexbonus,"Naps, haircuts... it&#39;s like you&#39;re on a rejuvenating retreat. Good for you. :)"
Dexbonus,"If Dodger were to make vinegar, it would be the sweetest and most delicious vinegar ever, people would drink to her health with said vinegar and the world would be a better place..."
Dexbonus,Mr. Squirrel and The Mighty Slugs sounds like it should be a cartoon show or something.  
Dexbonus,That&#39;s awesome that someone still makes brand new NES controllers. I think I may need some of them.
Dexbonus,"Oh Dodger, I&#39;m sure you made Courtney so proud with your probiotics XD"
Dexbonus,"Hah, nothing gets me to do things harder than someone saying that they doubt I could do it. :)

Most of my family is hard to buy gifts for, too. But there&#39;s always that one thing that&#39;s just fantastic to get for people."
Dexbonus,You&#39;re my fucking hero. People should hire you to counter-stalk E-stalkers.
Dexbonus,"For some reason, my brain seems to believe it is because she was pro at dodge ball. WHAT, it makes sense! She&#39;s a small target!"
Dexbonus,"Hard time buying your father a present?

Buy him a tie, its REALLY original and always effective."
Dexbonus,I want to see Dodger cold-turkey caffeine sometime for like a week. It&#39;d be both painful and enjoyable to watch. Sadomasochism ftw?
Dexbonus,Dodger lives in our closets. She secretly lives in Monster&#39;s Inc. She has access to all of our closets.
Dexbonus,Yes! idietoskate is still around! Reading his comments puts me in tears lmao.
Dexbonus,"MERCHANDISING, MERCHANDISING, MERCHANDISING!

Dodger the t-shirt, Dodger the coffee mug, Dodger the wristband, Dodger the FLAMETHROWER! *fires flamethrower* The kids love this one."
Dexbonus,"Mr Squirrel and the Mighty Slugs, sounds like an amazing band name!!!"
Dexbonus,Courtney has her own kombucha growing starting kit
Dexbonus,Holy shit! So THAT&#39;S what Dodger looks like when she isn&#39;t dying her hair or having makeup on! Not bad! ;)
Dexbonus,"I heard you (and I thing Courtney) mention Kombucha before, but never looked it up. I just figured it was some kind of herbal tea or something. Now that I did Wiki it I&#39;m curious what it tastes like. I always want to try new things to eat and/or drink. I never made my own vinegar but I do understand the process. The &#39;mother&#39; is the culture of micro organisms you need for the fermentation process. It&#39;s the same with yeast for alcohol and the bacteria for yogurt and/or cheese etc."
Dexbonus,"YAY Kombucha!!! I miss it, our family needs to makes it more.
"
Dexbonus,Squirrels were eating my parents orchids and I think they got rid of them by buying a plastic owl that hoots when it senses something is close maybe try that to defend the peas and other stuff  :)
Dexbonus,"i love watching these when i have coffee
"
Dexbonus,do you know if Courtney started brewing kombucha yet? because with every batch another SCOBY (mother/fungus) so she could totes hook you up. also if you let the brew for a long time it get a more vinegar taste and you can use it as vinegar.
Dexbonus,Glad you&#39;re finally taking care of your hair!
Dexbonus,"I love you so much it hurts....to Brooke&#39;s family, i dont mean to sound like a creeper, but your daughter is one of the most beautiful things i have seen, but can never have.

Sincerely
- Adolescent Male"
Dexbonus,"so true, nothing beats a salad where all the ingredients come from your own garden..."
Dexbonus,"That was a cool gift to get your dad. My dad&#39;s birthday was yesterday, and we went to see the Amazing Spiderman together."
Dexbonus,Home grown salad does sound pretty cool. 
Dexbonus,is it just me or do dodger remind anyone of day9? so happy and telling stories love it :)
Dexbonus,I wish coffee lasts forever!!!!!
Dexbonus,We&#39;re witnessing Dodgers transformation into a 2010&#39;s skater boy!😂
Dexbonus,"Doogers is rocking that lesbian energy.<br><br>Seriously though, fantastic haircut."
Dexbonus,It’s funny she keeps talking about vampires considering she has not aged since 2012
Dexbonus,Omg I love your hair 🧡
Dexbonus,Real OGs remember the orange and white dyed fox ear bangs
Dexbonus,I like it better than the previous mom haircut. But only because I&#39;m into tomboys.
Dexbonus,"on the subject of being the age we are… i am sending this from the afterlife, cause i just heard a song from the same year as “all the small things” on a “ classic rock station”"
Dexbonus,"Do you ever change stream schedules? I can finally sub but I realised that I can&#39;t watch any streams live as most at midnight-5am in New Zealand 😅 will still sub anyway because I love the content, I&#39;m not trying to guilt-trip at all haha, just wondering as I&#39;d love to catch your streams live."
Dexbonus,Great new haircut
Dexbonus,Omg your hair is so cuteeee 💕
Dexbonus,Sorry if this has been answered elsewhere but why didn&#39;t she just use Presshearttocontinue to upload these?
Dexbonus,damn gina
Dexbonus,Hackers (1995)
Dexbonus,Your hair is soooooo cute ahhhh im gay
Dexbonus,Oh no 😅
Dexbonus,🥺
Dexbonus,Why is Ellen on Dodgers Channel
Dexbonus,Now you look like Ellen Degeneres :/
Dexbonus,"I&#39;d like to see Jesse open one of the COFFEH episodes with &quot;hey motherfuckers, it&#39;s beer time!&quot;.<br>At first the idea was to get Bruce Willis to do it but I don&#39;t know if Bruce does that kind of gigs anymore.."
Dexbonus,Anyone else expect this to happen?<br><br>&quot;Guys I gave myself the worst burn today. It was siiiiiiiiiiiiiiiick. Sick burn.&quot;
Dexbonus,"I feel so lame, but my favorite show on TV right now is Teen Wolf on MTV. It&#39;s just such a good show, it&#39;s completely unlike any other MTV show, because the story is so deep and actually interesting. Are there any other fans that feel the same, or am I the only one?"
Dexbonus,"Lettuce Secret: Hold the head of lettuce in your hands and bang the stem stub down on the counter/divider of your sink. Then flip it over, grab the stub and quickly twist/pull to &quot;unscrew it&#39; from the  head. Then set it upside down under a slowly running, cold tap. After a couple of minute, flip it right-side-up and let it drain.<br><br>You should have no further trouble with lettuce wraps."
Dexbonus,Is it me or is the way she pauses and swallows because she has to think in order to say more words really adorable?
Dexbonus,Hannibal is so great. I can&#39;t believe the ratings are so low. Everyone I&#39;ve got onto that show says they love it and its amazing. I don&#39;t understand how people have just stopped watching.
Dexbonus,"Don&#39;t put Vaseline (or other oils, butter is suggested a lot, too). Can make it not heal properly/slower. A little burn liek that is no biggie, but if you blister up, don&#39;t do it. Also be careful with iced water or direct ice cubes, your sense of touch is all whack while burned, and can damage your skin without realizing. Again probs fine here. The more you know!"
Dexbonus,this is how it went in my head<br>person: is that burner hot<br>dodger puts had on burner<br>dodger:.....yup......<br>her eyes begin to water before she finally picks her hand up and looks at it<br>dodger:.......AAAAAAAAAAHHHHHHHHHHHHHHHHHH<br>other person jumps back in fear
Dexbonus,The filter on Hell On Wheels is so beautiful too. It always makes it look like an early morning
Dexbonus,Don&#39;t put ice directly on your burn Dodger!
Dexbonus,"Whaaaat? I had no idea Hannibal&#39;s ratings were down so much. That makes me really sad. I guess I&#39;m gonna have to rewatch it on Hulu a million times lol. Also, you should watch True Detective! I get a bit of a Hannibal-esque vibe from it in the gorgeous aesthetics department. It&#39;s also a really great show. :) "
Dexbonus,"Its amazing how many doctors watch your vlogs Dodger, everyone seems to have a completely different cure for burns."
Dexbonus,"DON&quot;T PUT ICE ON BURNS!<br>Run it under cold water for like, 20 mins. But never ice a burn directly. You can cause more injury to the burned area. "
Dexbonus,"I was really hungry one day and so I put about a pound of fries into the oven to cook, since that&#39;s what I was craving. So I&#39;m watching TV in the next room and the timer goes off. I&#39;m like &quot;yeah, fries are done!&quot; Go to the oven, take out the fries and put them on the stove, close the oven. I looked at my hands and said &quot;why are my hands tingling? Oh. Right, oven gloves.&quot; Whoops. Lol.<br><br>Also, I think the mug you used in this episode is just awesome. Love it."
Dexbonus,"Hannibal is AMAZING, really wish it was getting more love."
Dexbonus,Thank you Dodger! Hope you have an amazing day! Keep up the good work. And please stop with the burning of you! Take care! :)
Dexbonus,"I think if you get some indoor plants, they can help balance the humidity inside your apartment!"
Dexbonus,That mug is so dope! X3
Dexbonus,"Hannibal&#39;s ratings look fine, i&#39;ve never looked at ratings numbers much before so maybe i&#39;m misunderstanding them, but i&#39;m reading that the show&#39;s doing as well as last year. Which is great, because i was addicted from day one and i hope more people fall in love with this beautiful show (that is so detailed it makes you hungry, even though half the time you know it&#39;s soylent green)."
Dexbonus,"The days of the week in the Dodgerverse: Monday, Podcastday, Wednesday, Thursday, Friendzoneday, Newzday, Sunday. Also everyday is Caturday."
Dexbonus,"Protip if you burn yourself- Cover affected area lightly with antiseptic cream such as Germoline ( which also has a mild anaesthetic ), and then hold a cold can of pop on the area. It works best if you have 2 cans and rotate them in and out of the fridge as they warm."
Dexbonus,Dodger is confused when people don&#39;t start to get interested in shows at the same time when she is. How rude! :D
Dexbonus,Just a tip. The best way to treat a burn. cool it rapidly in cold water for about a minute then switch to lukewarm to warm water to restore the blood circulation.<br>Then if you have it apply Flamazine(the stuff they also use in hospitals). This is not only fatty like vasiline it also has a bit of a painkiller effect to it and is antibacterial so it won&#39;t get infected.
Dexbonus,If you like cooking so much have you ever thought of doing a cooking show? 
Dexbonus,Actually caught the premiere of Believe. And I think that show is going places. I actually thought it was very compelling. You should check it out.
Dexbonus,Orphan black is my favorite show right now... Sooooo good!
Dexbonus,Smack the lettuce head on the counter with the bulb bit hitting the counter. It will detach from the leaves super easy without ripping the leaves. Then they aren&#39;t attached either so they just peel apart.
Dexbonus,"For getting the bulb thingy out of a head of lettuce. Just smack it hard on a flat surface a few times. That always works for me. There will be a couple of pieces still connected, but most will come off."
Dexbonus,"I enjoyed Hannibal when it was on Thursday nights.  I realize that watching it on the network channel the day that it first airs isn&#39;t as important for ratings as it used to be for all television in the past, but I do believe that doesn&#39;t make it unimportant either.  I just hope that moving it to Friday nights isn&#39;t the kiss of death for it like it has been for many other decent TV shows in the past."
Dexbonus,We normally just buy a meatloaf from the local supermarket pre-made and ready to slip in the oven.<br>One thing I have made in the past though is a cross between a meatloaf and a Scotch egg.<br>Instead of wrapping the egg in sausage meat I have used a meatloaf mix instead to wrap the egg.
Dexbonus,"Well, I bought the first season and loved it. And I was just reminded that season 2 Hannibal started already. Thanks for the heads up."
Dexbonus,"I totally heard <a href=""http://www.youtube.com/watch?v=NdeAZ7I1VvY&amp;t=7m33s"">7:33</a> as &quot;I wanna bling my oven&quot; and I was like is that a thing? Do people bling their ovens?"
Dexbonus,I&#39;m seriously doubting the skillz of your friend in the medical field if that is the way he treated a burn.
Dexbonus,"My big problem with keeping up with TV shows is when I only watch one or two shows on that network. Once the season ends or they do that stupid mid season finale shenanigans I have no reason to keep watching their network, so I end up missing the announcements for when my show is coming back. And then there&#39;s also the ones that get stealth cancelled. Those are super fun to deal with. No less than 3 shows that i enjoy have been announced as entering or already in their final season out of nowhere. Its just annoying."
Dexbonus,"I so agree with you on Hannibal, that show is amazing."
Dexbonus,"I did the same thing as you to test whether something was hot, I dropped a sparkler on the floor and was wondering how hot it was so picked it up where it was burning, turns out that they&#39;re basically molten..."
Dexbonus,"If your oven heats unevenly, try buying an unglazed ceramic tile. The unglazed tile acts like a thermal sponge holding and better distributing the heat you oven is putting out. Just give your oven. Enough time to heat properly before you use it.  "
Dexbonus,"Better than Ice for a burn is Vinegar, if you hold a vinegar soaked cloth or paper towel on a burn it pulls the heat from the wound like ice does without the painful numbing of the surrounding area; vinegar smells and lingers on your skin though."
Dexbonus,"a home remedy for burns ive seen my friend use (and it works) clean the burn under a faucet as you normally would and damp dry, then cover the burn with salt and let it sit. the salt draws out the fluid from the burn and prevents the blister from forming"
Dexbonus,"Just watched the first 2 episodes of Hannibal, and I&#39;m already hooked."
Dexbonus,I know that a shit ton of people are uploading videos of The Stick of Truth but I honestly would love to see a 1-CUP of it. Those are ma feels.
Dexbonus,just put honey on a burn! helps a lot and my granpa think&#39;s it helps with literally everything.. I think he would even bring it to the hospital if he ever needs an operation xD but for burns is does really help! one time my mom poored a pan of boiling hot water on her chest.. she just put half a jar of honey on there and stuck her shirt to is and it healed completely
Dexbonus,"Last time I burned myself (that wasn&#39;t sunburn), I was in art class and accidentally touched the metal end where the glue comes out with my right index fingertip which has no feeling due to a separate accident a few years earlier. I look down and the fingertip had a blister formed.<br><br>Made for an interesting conversation with the school nurse."
Dexbonus,"When I burn myself I usually just put it under the coldest water from the tap until it hurts from the cold. Then it&#39;s just red and a bit itchy for a couple of days.<br>And yes, 2 big computers create a lot of heat. We have our heating turned down as much as we can (they&#39;re at the lowest setting but still warm for some reason) but our apartment is still hot as hell. Personally I get cold a lot, so I love it, but my boyfriend always think it&#39;s too hot."
Dexbonus,"YOOOO tip for lettuce! I thought this was real dumb when my mom first showed me but i&#39;ve never had issues with lettuce. What you do is that you grab the top of the lettuce...ball? and you smash the stem part onto the counter  hard, just once. And then flip the lettuce...ball? over and that stem thing should be able to be pulled out easily. or at least give it a twist and you&#39;re good to go."
Dexbonus,I&#39;m the weirdo that thinks that green peppers (no aurocarrot I didn&#39;t mean green lepers) are the best. Love to eat them raw 😊
Dexbonus,I literally thought she quit YouTube until I found this channel lol
Dexbonus,I swear you could wear Clarkie&#39;s clothes and they would still be too big!
Dexbonus,I can&#39;t imagine trying to wear something I bought in middle school.  The fabric would have to be very stretchy or it would tear.
Dexbonus,Are you drinking out of a large salsa container? I drink out of old pasta sauce containers.
Dexbonus,"<a href=""https://www.youtube.com/watch?v=TZtge3r3dnU&amp;t=00h00m28s"">00:00:28</a> she’s on screen<br><a href=""https://www.youtube.com/watch?v=TZtge3r3dnU&amp;t=02h10m29s"">02:10:29</a> she’s done BLM!!!✊🏻✊🏼✊🏽✊🏾✊🏿"
Dexbonus,First 👍
Dexbonus,I never would have believed that a howling baby would be the cutest thing ever.
Dexbonus,Thank you for being you ❤
Dexbonus,I hope the little one is doing okay.
Dexbonus,"for me it was to total opposite I adored dark crystal but Labyrinth freaked me out, I&#39;ve avoided David Bowie a lot because of it those tights man they scarred me."
Dexbonus,Someone already said it but you should play Man of Medan...<br> with Jesse Cox!! I luv all your laughs and funny moments in you guys&#39; playthroughs lol
Dexbonus,"Hi, I hope you&#39;re doing fine my dude!"
Dexbonus,"<a href=""https://www.youtube.com/watch?v=xobKAAVYvjk&amp;t=42m05s"">42:05</a> she’s back with her kid"
Dexbonus,"And so the Warrior king was reborn, soon Neo Sparta shall rise once more."
Dexbonus,"IF you do Man of Medan, i would love to watch it. just like until dawn, I remember that stream from england with sam :)"
Dexbonus,&quot;I have some kind of a sick&quot; im gonna start saying that now. Lol work will probably be cool with it lol
Dexbonus,Man does that kid look like Sam.
Dexbonus,"Dodger is just so adorable like how, how do you manage to be so damn adorable"
Dexbonus,YAY! I&#39;m so glad. We had a blast :)
Dexbonus,Dooger and Jenn were so adorable together and the make over was super awesome! and dooger is always super adorable and her hair is amazeballs but jenn did an incredible job! ^_^
Dexbonus,Thank-you for putting a video out everyday on Dexbonus this week. You&#39;ve been up super early every morning for BullseyeU and Polaris this week and you are still going strong even with your sore throat. You are an AWESOME babe and your Burritos love you for it xoxox
Dexbonus,your segment with Jenn was my favorite part today at BullseyeU &lt;3
Dexbonus,I so want the next coffeh time to start with her saying My name is Alice and I remember everything
Dexbonus,"Dodger, you look so great ! I&#39;m sorry you&#39;re losing your voice :(  thank you for making my week! watching you at Bullseye University was so much fun!"
Dexbonus,I love how the smile you had did not come off your face for the entire episode. 
Dexbonus,dammit dodger you&#39;re killing me with all the ways you look amazing. I swear you can apparently make anything look amazing
Dexbonus,"hope Dodger feels better, she&#39;s beautiful and I like hearing her talk... I&#39;m not weird I swear :x"
Dexbonus,"I only now realized that, not only is she the most Awesomer, incredibly adorable and possibly the Greatest youtube personally EVER!!!! But Dodger also has merc AND basically runs her own business. Respect bar triple leveled and Mind BLOWN!!!! POW!!"
Dexbonus,Playing Celebrity was so great &amp; I think it is awesome that you &amp; MeekaKitty are hitting it off so well :)
Dexbonus,"Sore-Throat Dodger sounds really, really sincere. And also in need of hugs."
Dexbonus,"There are days the cat just wants to be a part of the vlog. I have a bunch of friends who are singers and I&#39;m trying right now to think of what they say they do when their voices go out. But my memory done went out. Anyway, I hope you get better soon.  :)"
Dexbonus,"Feel Better,Please! Dodger! Was great to see you and Tessa Hanging out at Bullseye U.
Take care of your self!! :)"
Dexbonus,&quot;Once we realize we were ok with experimenting it wound up being real fun&quot; I fucking loled
Dexbonus,"Yep!   Great look for you, Dodger.  Hope your voice feels better soon."
Dexbonus,Please do celebrity livestreams! That would be so much fun :D I had a ton of fun last night playing with you and Tessa &lt;3
Dexbonus,"Happy for you and the project!

Have to say, with the faint voice, you are sounding totes adorbs!! x^D"
Dexbonus,Dodger you&#39;ve been a busy girl lately. You&#39;re doing so much and doing it well keep it up!
Dexbonus,Take care of your voice. Looking forward to another fun day tomorrow.
Dexbonus,"Aw, I can tell your voice is going. I hope it heals!:("
Dexbonus,Not to join everyone else but; Dooger looks so much more beautiful today than usual
Dexbonus,Can&#39;t wait for the Broken Quest premier live stream on the 25th. For once working a retail job with random days off is gonna pay off and ill get to watch.
Dexbonus,"Wow I love your half gone voice!
It chills me out :)"
Dexbonus,Ro&#39;s video gives away who voices which characters since she has a poster thing of all the characters. Pretty easy to figure out who&#39;s who. 
Dexbonus,"Celebrity was tons of fun! I&#39;d definitely be down for playing it in another stream. As for broken quest, I think you&#39;ll play the character with some obscure color of hair."
Dexbonus,hope your voice gets better Dodger! try not to dooger too hard!
Dexbonus,Drink Black Chai Tea it has a lot of antioxidents in it and it&#39;s great for people who sing! I hope you feel better Dodger!
Dexbonus,Celebrity &quot;10 to 30 questions&quot; was so much fun with you guys! Hahaha :P
Dexbonus,You&#39;re so pretty and seem so happy during every video :D keep making them !!
Dexbonus,Her hair does look really nice today :)
Dexbonus,I really didn&#39;t expect to see dodger with such a regular hair color. Wow; looks awesome btw. 
Dexbonus,"&quot;Hey guys, it&#39;s ginger ale time!&quot;

I&#39;ll be waiting, Dodger."
Dexbonus,Jenn did a great job :)
Dexbonus,You should drink hot lemon tea with honey. It does the trick for me whenever I lose my voice. Feel better! 
Dexbonus,"I&#39;ve watched the makeup session you did with Jenn and wow, she seems like such a nice person!! You two had a very nice chemistry, seems like you could have a natural friendship. Enough of a nice interaction to make a guy watch way too long two girls and makeup :P"
Dexbonus,awww dodge im sorry your losing your voice hope you get it back soon
Dexbonus,"Oh my...everyone...Dodger has become an adult. A REAL adult, not like us anymore. :&#39;( Dodger, come back to the dark side!"
Dexbonus,get well soon!!! we all love you (even the pervy bastards)!
Dexbonus,"Poor dodger.
Get well soon!"
Dexbonus,Hope your throat gets better Dodger.
Dexbonus,"Now judging from looking at the flyer of Broken Quest ( and I know this is a wild stab at the dark here, but hear me out ) I think Dodger&#39;s character is... the green haired girl.

WHAT A TWIST!"
Dexbonus,i loved watching you and jenn during the makeover. ^_^
Dexbonus,Ahhh I know you are worried about you voice. But raspy dodger voice is just too seductive.
Dexbonus,"this was so fun playing w/ u guys
"
Dexbonus,"I was kind of expecting the &quot;Celebrity&quot; game demonstration to spiral out of control into Dodger being uncomfortably honest with what she thinks of herself. I feel like there&#39;s a skit in that, somewhere."
Dexbonus,"I think Dogers needs to not do videos for like 3 or 4 days, so her throat gets better. YOU HAVE OUR PERMISION TO DO SO DOGES! "
Dexbonus,"Out-of-context-Dodger quote of the day at 3:03 - 3:18
&quot;...she had just never done on another person. And so she kept like trying things and she&#39;d go &quot;mmm?&quot;, and then we&#39;d try something else. And i think once we both realized that we were really OK with just experimenting, it wound up being really fun&quot;"
Dexbonus,Dodgers hair looks stunning today.
Dexbonus,Clarke assert dominance over santa XD XD XD
Dexbonus,Hashtag thin hair problems. All the hairstyles online are for thick hair and they all look AMAZING and it makes me sad. A
Dexbonus,Turning 32 is truly the littlest nightmare of all
Dexbonus,"<a href=""https://www.youtube.com/watch?v=_KMli05WoJ4&amp;t=40m24s"">40:24</a> to skip straight to actually starting the game."
Dexbonus,I had a nightmare that I had been reading &quot;dexbonus&quot; wrong all along and it was actually &quot;ducksboners&quot;
Dexbonus,I gotta finish this game.
Dexbonus,Chat must have been about to blow up for the 20 minutes she was stuck in that button part. Sucks that the controls aren&#39;t explained better.
Dexbonus,Omg the sound of dragging the metal box
Dexbonus,Dodger cusses and all of a sudden says shoot😋
Dexbonus,If anyone actually ever sees this. Is there a part 2 with the end of the DLC anywhere? I couldn&#39;t find it.
Dexbonus,It’s so frustrating watching her ahahaha
Dexbonus,Please can you play Bugsnax soon. It is an amazing game full of weird mysteries and all sorts of unexpected things. (I cant give too much away due to spoilers) it is a game which I know that you will love. 💗💗 I hope that you give it a go. (It would be good as a stream game that the vod comes to YouTube) it isn&#39;t a very long game but it is something worth experiencing 💗💗
Dexbonus,Even in HD I cannot see anything...
Dexbonus,Nice
Dexbonus,I wish I was 32 again.  The last decade was terrible.  Actually the last 2 decades.  Actually the last 3 decades.  Basically anything after the 80s completely sucked.
Dexbonus,We early bois
Dexbonus,"<a href=""https://www.youtube.com/watch?v=_KMli05WoJ4&amp;t=40m24s"">40:24</a> to skip straight to actually starting the game."
