ItsFunneh,Once upon a time there was a girl named Lilly and he found a doll and he named it lily but then she remembered that was her name but the dollar one is that name so she knew the girl loves cheese so The doll poisoned it and a girl died legend has it The doll is still there,2022-03-25T21:11:50Z
ItsFunneh,"<a href=""https://www.youtube.com/watch?v=Jq9y68BZ4Qo&amp;t=18m02s"">18:02</a> Well obviously! Lunar creates the thumbnails and she&#39;s great at designing things. Naturally she&#39;s the best at art.",2020-07-12T04:41:33Z
ItsFunneh,Can we just appreciate how funneh kept looking at dracos picture😂😂😂,2022-02-19T00:58:55Z
ItsFunneh,"The story of the doll:<br>—<br>This story starts in an house, there was a non problematic girl in a problematic family.Her mother was recently sent to prison. As her father was a psychopath undercover. Her father LOVED dolls, he would always make dolls in the basement, while his daughter(s) were sleeping. Every night, he would take a lock of hair from his oldest daughter’s weave, until she had no more hair, repeat, repeat, repeat. One day, the father came for her last lock of hair. As he saw, she wasn’t there. He was in anger, he ran to his youngest daughter’s room, and she had her back turned facing him, as she was nibbling on cheese silently so her father and sister wouldn’t hear her. He grabbed her and took every lock of her hair and created a new doll that looked just like her, cheese in hand. As she screamed and screamed for her sister, crying, the doll was finished, and her sister was already unconscious. The next morning, her sister came back, looking for her, as she saw her. She ran to give her a big hug, but she then realized, her sister had button eyes, hair, blonde as cheese, and a big smile looking at her.<br><br><br>hehe thanks for reading I tried my best! Sorry if it’s not organized good!<br><br>sorry if its scary! Thank you for the replies!",2019-10-28T17:17:28Z
ItsFunneh,"There was a little girl all alone, all she got to eat was  cheese. She always wondered what was  outside. She went to get hammer and tore down the wood and went out side and ran into a clown and he turned her into a doll.",2021-01-14T18:12:19Z
ItsFunneh,Hi funneh my daughter loves all of your videos i hope you can make more &lt;3,2017-05-07T00:38:44Z
ItsFunneh,"The only way to cheer me up is to actually watch one of your videos, you always make me laugh, thank you for creating your channel, you have put a smile on lots of people&#39;s face. Even when I&#39;m really sad or I&#39;m crying, you always cheer me up...",2017-05-07T11:45:36Z
ItsFunneh,I am proud to announce this is one of the best series Funneh made of roleplay in my opinion,2017-05-07T23:52:52Z
ItsFunneh,I love ❤️ your videos you&#39;re the only one that makes me feel happy 😊,2017-05-07T14:19:46Z
ItsFunneh,I love all of your videos so much!! Keep up the great work!✨,2017-05-06T19:06:25Z
ItsFunneh,i love this series so awesome😍👍,2017-05-06T22:20:35Z
ItsFunneh,<b>Hi Funneh Im New Here I Just Found Your Channel In My Recommended And I Watch This So Cool</b> ,2017-05-09T13:35:11Z
ItsFunneh,sure funneh will upload more of this series ! i love it so much !! 😙😙😙😙😙,2019-04-03T05:49:39Z
ItsFunneh,"Can we have a part 2 of this!!!! I like this Vedio so much,it is really cool!!!! I love u funneh :3",2017-05-07T17:53:51Z
ItsFunneh,funneh I love ur vids! Keep up the good work 😄😄😄😄,2017-05-06T23:49:28Z
ItsFunneh,This is a tense but AMAZING series,2017-05-07T11:16:55Z
ItsFunneh,I love your videos!!!!!,2021-02-16T13:32:15Z
ItsFunneh,That was short..... BUT AMAZING AT THE SAME TIME 😍,2017-05-06T19:48:19Z
ItsFunneh,i love your videos fenneh,2017-05-06T20:02:00Z
ItsFunneh,"<a href=""http://www.youtube.com/results?search_query=%23teamclown"">#teamclown</a> and Funneh I also like your new interactive approach it very fun and I feel more intact with you and your vids 👌🏽❤️👏🏽",2017-05-06T19:13:02Z
ItsFunneh,After drinking the chocolate milkshakes:<br>Rest of the Krew: OMG WE&#39;RE TINY WHERE&#39;S OUR STUFF?!<br>Lunar: This is <b>coooool</b>,2020-03-28T00:34:16Z
ItsFunneh,"OMG, This reminds Me Of Alice In The wonderland! Love it! &lt;3",2017-08-31T21:59:39Z
ItsFunneh,What a lovely home,2018-02-12T04:55:38Z
ItsFunneh,OMG THIS VIDEO IS SO AWESOME 😍<br>1- I watch your vid😂<br>2- I LOVE IT😍☺😊<br>3- I SUBSCRIBE😍😚<br>I LOVE YOU FUNNEH😍😍<br>THANK FOR MAKING YOUR COOLEST VIDEO😄☺😊,2017-05-07T01:34:16Z
ItsFunneh,Im sick and rlly sad this series makes me forget about my sickness i love your chanel!:)😁,2018-10-02T14:50:11Z
ItsFunneh,Yay another camp adventure,2020-06-25T08:49:03Z
ItsFunneh,I love how they say pepperoni when it’s just a mushroom 🍄,2020-04-20T02:59:43Z
ItsFunneh,that vid was amazing!!  My fave by far! Can not wait til the next one,2017-05-07T10:43:10Z
ItsFunneh,Hey itsfunneh can you PLEASE make longer videos cause ur vids are awesome but their really short,2017-05-06T19:13:15Z
ItsFunneh,I love u guys! I watch every single video u post!,2017-05-06T19:26:50Z
ItsFunneh,"I agree with Lunar. In a story that I was reading, Gnomes like to eat children, plus you rarely ever see one because it is small and is always hiding from everyone",2018-11-27T01:59:10Z
ItsFunneh,I love when they say: what is this little place?<br>Me: ITS A DOG HOUSE!!!!,2020-05-06T22:28:27Z
ItsFunneh,OMG its like Alice in the Wonderland!<br>I love ur roleplays its so funny,2017-12-17T10:34:23Z
ItsFunneh,"<a href=""http://www.youtube.com/results?search_query=%23EARLYFUNNEHPOTATOSQUAD"">#EARLYFUNNEHPOTATOSQUAD</a> ❤️❤️❤️❤️❤️",2017-05-06T19:00:49Z
ItsFunneh,I CAN&#39;T WAIT TO SEE THE NEXT EPISODEEEEE,2017-05-06T21:04:58Z
ItsFunneh,YAY A NEW VIDEO😘,2017-05-06T19:06:13Z
ItsFunneh,Hifunneh<br>I love yourvideos,2019-01-18T03:03:02Z
ItsFunneh,Funny you’re so far amazing♥️♥️,2019-03-07T12:56:26Z
ItsFunneh,this vid was short but i loved it,2017-05-07T03:37:32Z
ItsFunneh,Omg I love you itfunneh!!!!!💙💙💙💙💙💙💙💙💙💙,2017-05-06T19:53:20Z
ItsFunneh,love this,2018-02-09T05:52:34Z
ItsFunneh,I love baby Draco.<br>He is so adorable.<br>I love the baby Krew.,2017-11-13T19:35:33Z
ItsFunneh,itsfunneh your vids is the best!<br>everyday I wait for ur next vid!,2017-05-07T06:15:16Z
ItsFunneh,Awesome video,2017-08-27T22:35:29Z
ItsFunneh,I love this ep,2017-05-07T03:51:34Z
ItsFunneh,Make more of these camping videos!!!!!!!,2017-05-07T00:19:44Z
ItsFunneh,make a Monday livestream if you can because u can brighten allot of people&#39;s days but still do a Friday livestream to,2017-05-06T19:16:42Z
ItsFunneh,I love you guys🌈💛💙💜💚,2019-03-04T12:54:52Z
ItsFunneh,"I loved this video,gold and you would be great people to save Christmas in real life!!! Merry Christmas Funneh and Gold😆🎄🎀🎁🎀🎄🎉",2015-12-23T14:28:05Z
ItsFunneh,"Merry Christmas guys &lt;3 your vids are awesome, and never fail to make me laugh<br><br><br>:3 happy holidays :D",2015-12-24T03:06:29Z
ItsFunneh,<b>MERRY CHRISTMAS AND HAPPY HOLIDAYS EVERYONE I WISH EVERYONE HAS A GREAT CHRISTMAS</b>,2015-12-23T18:26:38Z
ItsFunneh,Yay this was so fun! &lt;3,2015-12-23T00:16:17Z
ItsFunneh,"funneh everyone knows you&#39;re going to have the greatest Christmas so happy Holidays to you, you know all your fans love you 💙💙💙",2015-12-22T21:11:29Z
ItsFunneh,Thanks Funneh We love your videos! &lt;3 :3,2015-12-22T20:53:33Z
ItsFunneh,I love your videos they are awesome❤❤💓💓💓❤💜💜💗💗💗💗💗💗😆😆,2016-08-27T18:04:02Z
ItsFunneh,Merry Christmas! And happy new year to everyone! ❤ =^-^=,2015-12-23T00:59:27Z
ItsFunneh,I loved it so much!!!!!!!!!! I can&#39;t even!!!!! Have a wonderful Christmas everyone!!!!,2015-12-22T22:52:29Z
ItsFunneh,MERRY CRISTMAS TO ALL! &lt;3,2015-12-22T21:34:18Z
ItsFunneh,MERRY CHRISTMAS! !!!! HOPE YOU GET ALL YOU WANTED AND HAVE A VERY GOOD YEAR AND HOPE YALL ENJOY THE LAST MONTH OF 2015 !,2015-12-22T20:44:23Z
ItsFunneh,Merry Christmas Funneh and Gold!!! keep on smiling ^_^,2015-12-25T03:01:01Z
ItsFunneh,Merry Christmas ItsFunneh! ❤️,2015-12-23T03:29:24Z
ItsFunneh,I love all of your videos &lt;3,2015-12-26T03:58:47Z
ItsFunneh,MERRY CHRISTMAS EVERY ONE AND A HAPPY NEW YEAR!🎆🎁🎄🎉🎊,2015-12-23T19:20:54Z
ItsFunneh,Love ya Funeh keep up with the good work,2015-12-22T20:39:25Z
Youtuber,Comments,Date
Sqaishey Quack,"Love your videos! You make me smile. I have a suggestion for the chicken farm. You should create a chicken statue and inside it could be the &quot;nursery&quot; for baby chickens and it would be SOOOO cute! Maybe it could be in the middle of the Chicken Town next to the town hall??? Anyways, the &quot;mama chickens&quot; could come in and see the chickens, and when they grow up, they move out. Just an idea! Love you!",2014-11-07T22:08:00Z
Sqaishey Quack,Now I have ideas on what to build! Now I have a sheep paradise and a huge snail on my roof! From sky den ❤️,2014-11-08T13:16:09Z
Sqaishey Quack," Sqaishey, if there was ever another duck so cute, I would fall down a chute, into a larva pit, which you tend to do a bit! I hope that this little rhyme didn&#39;t take too much of your time, and as this comment sends, give my love to your feather friends!",2014-11-09T23:55:52Z
Sqaishey Quack,"Sqaishey Quack was sad to say that amy lee was moving away, running through the misty trees, she tried to have fun as she pleased. Stampy sat and ate his cake while Sqaishey was to sad to participate. But one thing that made sqaisheys day, WAS THAT WE ARE ALL HERE TO STAY!! Wooohhh!!! 💖 hope you liked it💖💜💗❤️",2014-11-07T19:36:45Z
Sqaishey Quack,Feather adventures! Improves my day when I&#39;ve got a bad lesson at school 🐣,2014-11-07T19:12:28Z
Sqaishey Quack,This is what your dogs do when you leave. Puddles whispers guys she&#39;s gone time to party.<br>,2015-04-01T20:47:32Z
Sqaishey Quack,Hey Squaishy!<br>What are ducks FAVORITE snack?<br>Quakers!<br><br>And the Quakers make you quack up a storm. And that&#39;s why I love you!<br>SweetCake  ,2014-11-07T21:01:20Z
Sqaishey Quack,hi sqaishey.... we love ur channel and hope to see more!...... and also i love ur house in feather adventures     :),2014-11-09T16:18:20Z
Sqaishey Quack,You cheer me up when I fell down you are super awesome. ,2014-11-08T04:25:10Z
Sqaishey Quack,Cute. The chicks will love it! :),2014-11-08T10:05:47Z
Sqaishey Quack,"Hi Sqaishey! I am 10 years old and this is the very first feather adventures video I have seen. I really enjoy it. Sqaishey, you are one of the best youtubers EVER.<br><br><br>-Megan Deese",2014-11-08T12:12:58Z
Sqaishey Quack,I did a chicken slide once and all the chickns LOVED IT!!!! however one day they all went missing because they were suffocating in the water slide so I would suggest a small waterside so no chickens die,2014-11-07T18:58:40Z
Sqaishey Quack,Did you know the closest relative to a T-Rex is a chicken? Mind blown ;0,2017-06-01T04:51:04Z
Sqaishey Quack,"Sqaishey you should make a survival server. Except have it like factions but no PVP. Everyone has their own designated plot of land and theres a designated tree farm and mine. I say this because you are the friendliest person I know, and I have never seen a multiplayer server that is really happy and friendly.",2014-11-09T03:29:21Z
Sqaishey Quack,You should make a giant duck with a tux and a party hat! :),2014-11-08T21:54:40Z
Sqaishey Quack,Do a video on making a art gallery for the chickens to enjoy when they are on like vacation,2014-11-08T09:17:22Z
Sqaishey Quack,Great vid Sqaishey!!! U r awesome!! :),2014-11-07T18:29:56Z
Sqaishey Quack,Sqaishey you are a Little Duck who came into my life and made me happy,2014-11-07T20:55:31Z
Sqaishey Quack,"hi SQAISHEY <br><br>U r my fav youtuber and whenever I&#39;m feeling sad or miserable I&#39;ll watch 1 of ur videos and that brightens up my whole day so I&#39;d luv to give u a humongous thank you !!!!!!,:-) <br><br>I love you Sqaishey! So much",2014-11-07T21:51:34Z
Sqaishey Quack, Roses are red sqaishey is yellow she is very amazing a jolly good fellow she is very nice there is no price she likes a lot of ponds I hope she likes this song then we can all sing along :),2014-11-08T04:54:30Z
Sqaishey Quack,"You should start taking your dogs with you, Sqaishey. ",2015-01-24T17:08:32Z
Sqaishey Quack,Your a great builder!!!!!! 😃,2014-11-08T01:25:02Z
Sqaishey Quack,"When you asked Mr. Chicken if business was good, he nodded :-)",2014-11-07T19:07:51Z
Sqaishey Quack,"Hey Squaishy<br>I made up this awesome story for u I hope u like it :D<br><br>Once there was a duck named Squaishy,<br>She loved to eat seeds,<br>But one day when she ate the seeds she felt like there was something missing,<br>So she decided to get her friend over named Stampy cat and she asked him &quot;do u know what a duck like me would like to eat?&quot;<br>Stampy replied with &quot;seeds&quot; She replied with &quot;something other then seeds!&quot; so he said &quot; oo oo I know how bout pumpkin pie!&quot;<br>And she said &quot;OMG why didn&#39;t I think of that but wait...... How do u make pumpkin pie!?&quot; So Stampy replied with &quot;I don&#39;t know I will get lee bear <br>1 hour later: &quot;Hey Stampy I&#39;ve made u and ur friend 30 stacks of pumpkin pie so u will never have to make them again&quot; Stampy replied with &quot;I don&#39;t want them Squaishy does&quot; so for the rest of Squaishy&#39;s life she ate pumpkin pie<br><br><br><br><br><br><br><br><br><br><br>get my friend lee to help he&#39;s awesome at making food&quot; <br>1 hour later: &quot;finally ur here lee!&quot; Said Stampy lee replied &quot;I already made u a stack of pumpkin pie here&quot; Squaishy replied with a &quot;thank u....... so how do u make them&quot; lee replied with just put sugar, a pumpkin and an egg and u will get 1 pumpkin pie&quot;",2014-11-08T08:31:14Z
Sqaishey Quack,Good job on the Chicken COOP.,2014-11-08T08:12:02Z
Sqaishey Quack,Make them  rec center or a music   hall! So they could jam to some music,2014-11-08T14:20:11Z
Sqaishey Quack,"I just had the BEST DREAM EVER!!! I saw Squaishy, I wish it wasn&#39;t a dream. This is real exciting cause I live all the way in CA!!! Where can I find u if u ever visit CA anytime again?",2014-11-10T13:57:19Z
Sqaishey Quack,"A SHORT MESSAGE TO SQAISHY!!!!<br><br>Dear Sqaishy Duckie 🐥,<br>Quack quack QUAck quack Quack. QUACK QUACK! Quack quack quACK, Quack. Quack quack Quack!<br>Sincerely, <br>Lillian Speedy 🐤",2014-11-07T18:55:22Z
Sqaishey Quack,Please can you make a super market! I think you should make it in the style of morrisons inside! Love you sqaishey xxx,2014-11-08T10:58:39Z
Sqaishey Quack,loved this video!!!,2014-11-08T03:48:16Z
Sqaishey Quack,"Squaishy please, next time you feed your dogs could you let two of them stand up and then feed them. Thanks😊",2014-11-08T16:18:00Z
Sqaishey Quack,SQAISHEY!! What would make Feather Adventures as AWESOME as you are? A GIGANTIC PIE in Feather Fun that has a PIE making game inside of it!! PUMPKIN PIE!!!!!! YUMMY!!,2014-11-07T21:02:57Z
Sqaishey Quack,Hey sqaishey loved this video xxx,2014-11-07T18:44:15Z
Sqaishey Quack,Your great Sqaishy !,2015-10-29T22:34:38Z
Sqaishey Quack,Squashieyquack is the duck<br>Not the buck<br>She is the best <br>Especially in a dress<br>Why is she so cool<br>Almost as cool as my pool,2014-11-07T21:54:24Z
Sqaishey Quack,Hey sqaishey!!!! I love ur videos like every other fan but I just wanted to say that I love it when u play on the reef so plz do play on the reef some more thank u! <br>Lets make the largest chain of I love u!,2014-11-08T17:26:48Z
Sqaishey Quack,Love it,2014-11-08T02:32:51Z
Sqaishey Quack,Squishy I love how you&#39;re so creative for anything like your house and building I love that you&#39;re my favorite tuber,2014-11-07T20:05:36Z
Sqaishey Quack,That moment when you&#39;re too big fan to watch the video before liking it :D,2014-11-07T18:33:10Z
Sqaishey Quack,Sqaishey`s new pet name`s could be<br> <br>splashey<br>sqaishey Jr.<br>Etha Splash<br>Johmy Splash<br>wetty<br>Duckey paddle<br>Sqaishey III<br>Sqaish<br>Alem Splash<br>Jodex Duckey<br>Aren Splashey<br><br>Hope that the name`s help you for naming your new dog or cat or horse or any type of animal.,2014-11-09T15:51:47Z
Sqaishey Quack,I think the birch coop should be the bachelorette and the oak bachelor coop?,2016-02-19T15:53:19Z
Sqaishey Quack,How do the chickens open the gate to their &#39; coops  &#39;  ?,2015-12-13T08:12:31Z
Sqaishey Quack,You should make a game!!!<br><br><br>It will be a maze and trie to get to the other side it should be 3block tall!!<br><br><br><br><br><br>-Awesomeartforkid ,2014-11-08T03:08:39Z
Sqaishey Quack,"He he! Good video today, like always 😂😊",2014-11-08T00:32:02Z
Sqaishey Quack,Sqaishey your the beast youtuber in all of the galaxy :),2014-11-08T17:07:19Z
Sqaishey Quack,"squaishey,<br>Goodness me! why haven&#39;t you added pumpkin pie to your feather friends pond?",2014-11-07T19:14:19Z
Sqaishey Quack,Sqaishey another great vid i love you and your channel when i feel bad i come to your channel and wacth your vids you are the best&lt;3,2014-11-12T01:19:53Z
Sqaishey Quack,"we also have a poem for you...<br><br>Sqaishey, Sqaishy the lovely duck<br>she bundles and bundles of fun..<br>she splashes and dashes <br>she builds and builds<br>so... lets subscribe to her everyone!!!!!!!!!!!!!!!!!!!!!",2014-11-09T21:12:58Z
Sqaishey Quack,Sqaishy I don&#39;t have Twitter or Facebook so I will just type it so here you go. Sqaishy believes she can fly she believes she can quack to the sky,2014-11-07T19:07:56Z
Sqaishey Quack,This is my favourite series Sqaishey! You are so inspiring and got me into loving Minecraft! Thank you! I am a huge fan!,2015-12-27T17:51:12Z
Sqaishey Quack,It&#39;s amazing how far Sqaishey went before realising she has a puppy,2015-12-28T07:05:40Z
Sqaishey Quack,this shows how much attention squaishy gives to her dogs!😀,2016-02-02T17:43:25Z
Sqaishey Quack,Love this series Sqaishey! Merry Christmas!,2015-12-27T17:45:26Z
Sqaishey Quack,I love how long it takes for her to realise that she got a new puppy. lol,2015-12-27T18:42:02Z
Sqaishey Quack,I love it how it took you 3 mins to realise you had a puppy. Love you squaishy!,2015-12-27T17:43:36Z
Sqaishey Quack,"Squaishey, i hope you have a wonderful day/night and this is an awesome series...but then again what series on your channel isnt awesome?? Keep up the great work.    <br>        <br>                  -Julia",2015-12-27T20:45:16Z
Sqaishey Quack,I like how she didn&#39;t notice the puppy was born until ages after,2015-12-27T19:30:51Z
Sqaishey Quack,I love how long it took for Sqaishey to notice the puppy xD,2015-12-28T11:23:12Z
Sqaishey Quack,I hope everybody had a great Christmas! What did everybody get?,2015-12-28T13:44:33Z
Sqaishey Quack,"Watching Sqaishey bringing her dogs near the caktus and larva!!!!OMG, my little heartXD",2015-12-31T08:36:29Z
Sqaishey Quack,"Dear Squaishy,<br>Animals spawn 26 blocks away from you, so if you just keep running, no mobs will spawn in front of you. try just standing around in one place near your house, and if LOTS of other mobs spawn, chickens should too. you know it is just your luck if every other animal spawns.  :/<br>                     -Minecraft helper #3",2015-12-28T14:30:02Z
Sqaishey Quack,Took Sqaishey long enough to notice that puppy :),2015-12-27T21:55:11Z
Sqaishey Quack,"I once led 2 mooshrooms from one side of the world to the other 😂 I went over oceans and everything with them, it took me forever",2015-12-28T02:59:10Z
Sqaishey Quack,Squasy PLEASE PLEASE POST MORE HARDCORE LIFESTYLE I REALLY LOVE THIS SERIES,2015-12-27T21:44:36Z
Sqaishey Quack,Welcome home new puppy! 💚🐶💚,2016-01-02T05:28:00Z
Sqaishey Quack,well done sqaishey <br> another great video,2015-12-27T17:50:09Z
Sqaishey Quack,I know the puppy was not born by this tree but you should name it Willow.Vine is cute though.,2015-12-27T23:16:44Z
Sqaishey Quack,Did you know that ocelots kill chickens? So you may find raw chicken on the ground in the jungle. 🐥,2015-12-28T00:42:37Z
Sqaishey Quack,Name your new dog Lola please!Hope you had a merry christmas!:D,2015-12-27T23:40:51Z
Sqaishey Quack,OMG i was screaming a Sqaishey that she needed to sit her dogs down so they don&#39;t have a baby and i saw that they had a baby and i was laughing the whole time she didn&#39;t realize that there was a baby puppy with her as well. i love you so much sqaishey. You&#39;re such a silly billy! &lt;3,2015-12-27T21:40:25Z
Sqaishey Quack,You make my day happy and bright,2015-12-27T17:49:48Z
Sqaishey Quack,Vine the dog was born at her house. That&#39;s where she fed her dogs with the cooked pork.,2015-12-27T19:44:45Z
Sqaishey Quack,Squaishey you should make a museum and put all your achievements that you did in hardcore lifestyle like episode 20 or first dog and put the date and what episode it was in and an item frame of something like a porkchop for first dog and stuff like that. Then you can rember everything that you achieved. Thx for reading,2015-12-28T22:44:46Z
Sqaishey Quack,THERE SHOULD BE A KING CHICKEN NAMED EGGNOG,2015-12-27T17:41:14Z
Sqaishey Quack,"Okay so it was Woody (Yellow Collar) Graham (Red Collar) Cocoa Bean (Brown Collar) and now Vine (Orange Collar)<br>But which set of wolves were his parents? If I had to guess I would go with Graham, (Red) and Woody (Yellow) because red plus yellow makes orange, (Vine&#39;s &quot;collar color&quot;)",2016-06-21T04:26:44Z
Sqaishey Quack,Who else heard a wolf dying while Squaishey was chasing Vine?,2015-12-29T06:47:12Z
Sqaishey Quack,Such an awesome video,2015-12-27T17:35:46Z
Sqaishey Quack,the dog was born in the house just after she feed the dog but vine is a very good name dont change the name,2015-12-28T07:47:13Z
Sqaishey Quack,she should give vine a green collar and Greyam a grey collar,2015-12-29T01:25:22Z
Sqaishey Quack,What&#39;s a weird thing about everyone that makes you mad? I hate wind shield wipers !,2016-02-04T19:46:26Z
Sqaishey Quack,"The dog was born at the house, not the jungle!😘😂",2015-12-28T10:57:32Z
Sqaishey Quack,"Sqaishey!!! XD You seriously JUST got a new puppy and you are taking it carelessly threw a cactus filled dessert? Oh Sqaishey 😂❤️, you silly billy!",2015-12-30T16:46:40Z
Sqaishey Quack,Babies and Pumpkin pie!?! Best. Day. EVER!!! :D,2015-12-27T22:28:22Z
Sqaishey Quack,Wait...... Didn&#39;t you have a diamond sword?? Best Series Ever!!!!!,2018-01-17T21:04:40Z
Sqaishey Quack,"sqaishey, when you craft an ender pearl with blaze powder it creates an eye of ender, when you throw an eye of ender, it flies in the direction of the nearest stronghold, leading you to the end portal!!",2015-12-28T17:43:16Z
Sqaishey Quack,"As soon as I heard Sqaishey say &#39;Ocelocy&#39; I was like &quot;Oh my God!&quot; because I named my cat that! (Well, in Minecraft.)",2015-12-27T22:25:30Z
Sqaishey Quack,"Ooh, Sqampy moment!<br>Sqaishey wanted to dye Vine&#39;s collar orange!<br>Aaaand who is orange?<br>:DDDDDD",2015-12-28T11:25:00Z
Sqaishey Quack,Call the puppy Journey because you where on a journey whilst you where looking for a chicken.,2015-12-28T10:33:33Z
Sqaishey Quack,Squaishy please do something on pe I&#39;m wondering what amazing creations you&#39;ll make!,2016-01-01T05:47:31Z
Sqaishey Quack,"Sqaishey, you won&#39;t find chickens near a jungle cuz the ocelots kill the chikens",2015-12-27T20:05:23Z
Sqaishey Quack,maybe vine was running away from the green dye because he loved his orange one and wanted to keep it,2016-01-06T02:02:16Z
Sqaishey Quack,I lover how your golden helmet covers your eyes XD<br>How do you see?!,2015-12-27T17:36:55Z
Sqaishey Quack,I think she should have named the new puppy sherbert because of the orange collar not vine but squaishey does whatever squaishey does...,2015-12-27T17:40:44Z
Sqaishey Quack,"Please name the baby wolf &#39;Bark&#39; because obviously dogs bark, and you found him near trees! Or please name him &#39;Cocoa&#39; because you found him near a jungle! I hope you like my ideas!",2015-12-27T22:28:56Z
Sqaishey Quack,I know you already named the puppy but the orange collar could have been Sunny for the puppy&#39;s name!,2015-12-28T05:36:29Z
Sqaishey Quack,awwwwww vine is soooo cute next thing you <br>know he will be all grown up *sniff sniff lol who else wanted her to name vine stampy<br>love you sqaishey i hope you have a wonderful day all of you,2015-12-28T16:45:27Z
Sqaishey Quack,I&#39;ve gone down a spiral today watching youtubers i watched when i was little. I was so happy seeing that you&#39;re still uploading and making videos.,2023-01-09T21:55:52Z
Sqaishey Quack,Great vid sqaish! I hope you had a great weekend happy Mondy! Love you bye bye!,2023-01-09T23:57:08Z
Sqaishey Quack,Just so you know<br>The vol. 1 figures you are missing can&#39;t be obtained from the machine,2023-01-09T19:25:06Z
Sqaishey Quack,"The final battle awaits, shall all queries be answered or be left a mystery or maybe JUST MAYBE, I’m looking to deep into a kids game…<br><br>Either way I kinda did the whole “THE END DRAWS NEAR” thing last episode, so I’ll just ask a few more Q’s before we (probably) get the A’s<br><br>Why the hell did that portal show up in the first place?<br><br>What even is “the beast pack”<br><br>What does king dedede want with elfilin?<br><br>Why are the waddle dee’s getting captured but not everyone else from kirby’s world?<br><br>What’s with all the moss on the buildings and theme parks, and how the the animals build them, I like the idea that they used little hammers to build them (if they have opposable thumbs)",2023-01-09T19:37:41Z
Sqaishey Quack,IMPORTANT!<br>There’s a free rare stone on the waddle dee weapons shop,2023-01-09T22:21:57Z
Sqaishey Quack,Beware.<br>Soon you will find horrors that evade description!,2023-01-09T20:40:02Z
Sqaishey Quack,You are the sweetest I&#39;ve ever seen,2023-01-11T20:14:21Z
Sqaishey Quack,"Sqaishey, My daughter adores you! She told me that she wanted to play peek-a-boo with you. I suppose you are her new role model. She also got excited cause you sang a song, I think she would freak out if you were a Disney Princess, Hey, that is a good idea a singing yellow duck princess! I sense a Disney epic unfolding! :)",2015-03-09T18:18:10Z
Sqaishey Quack,"I love both your and Stampy&#39;s video&#39;s,  and together you are hilarious!  Love you sqaishey ♥",2014-07-24T21:36:17Z
Sqaishey Quack,Stamps and Sqaishy are soo cute together. ❤️,2014-07-24T22:35:57Z
Sqaishey Quack,the most hilarious thing was when stampy and the other tow or three seekers ran right by squaishey! I would have laughed so hard if I was her hiding in that spot! :D,2014-08-08T22:27:03Z
Sqaishey Quack,WOW! That looks like soooooo much fun :-D,2014-12-11T14:02:05Z
Sqaishey Quack,I had to fight laughing out loud when Stampy ran straight past her.,2014-07-28T19:55:58Z
Sqaishey Quack,We LOVE Minecraft! Keep it up :),2018-07-15T17:49:32Z
Sqaishey Quack,all of a sudden i felt lots of joy XD when she was singing,2015-12-01T22:51:03Z
Sqaishey Quack,I love server surfing Squaishey!,2018-04-04T10:28:21Z
Sqaishey Quack,The song was so beautiful! I love it,2014-11-25T02:49:49Z
Sqaishey Quack,I laughed my head off when Stampy just passed you on the second game. XD,2014-07-23T04:28:13Z
Sqaishey Quack,Your positivity always rubs off on me :),2016-01-03T06:36:58Z
Sqaishey Quack,Sqaishey you made this Channel on the same day as mine! :D<br>,2014-10-26T16:00:22Z
Sqaishey Quack,Did no one know Squaishey. Some people were like &quot;That&#39;s what you get for killing Stampy&quot; but did they not know that Squaishey and Stampy are friends?,2015-08-01T15:21:44Z
Sqaishey Quack,Thanks for making me feel better because we have to get rid of my bird it made me a little bit better,2017-12-31T00:37:45Z
Sqaishey Quack,You and stampy are perfect. Love you little duckie xx ,2014-08-21T20:10:43Z
Sqaishey Quack,"Lol, stamps cat as a toilet. Famous words of Squaishy, &quot;That&#39;d be an improvement.&quot; Lol.",2014-07-24T22:26:55Z
Sqaishey Quack,when everyone walked past squaishy at the door i was laughing my head off XD,2014-09-13T01:39:37Z
Sqaishey Quack,that song wasn&#39;t that bad the lyrics actually worked for the most part,2015-09-22T11:12:05Z
Sqaishey Quack,"This video made me laugh! Sqaishey Quack Hehhe, you&#39;re really funny XD",2014-07-22T10:25:26Z
Sqaishey Quack,Sqashy is a good singing voice ❤❤❤❤❤❤❤❤<br>,2015-04-12T12:30:48Z
Sqaishey Quack,I love your song can I buy it on iTunes?;),2014-07-31T20:53:29Z
Sqaishey Quack,I&#39;m excited to see this video! I&#39;m new here! I came from stamps channel.,2014-07-24T22:22:38Z
Sqaishey Quack,Beautiful! &lt;3,2015-05-31T04:19:52Z
Sqaishey Quack," Hi Squaishey congrats on 11,000 subscribers :)",2014-07-22T09:58:44Z
Sqaishey Quack,Lovely song squaishie:),2015-01-27T17:48:38Z
Sqaishey Quack,Cherry should be your helper in feather adventures:),2014-07-22T16:59:41Z
Sqaishey Quack,Omg :D  I never heard a ducky sing SO WELL :D,2014-10-12T18:59:14Z
Sqaishey Quack,Aww you and stampy are a good team! Great video sqaishey!,2014-07-22T11:55:02Z
