,Youtuber,Comments,Word Count,Char Length,Polarity Scores,Emotion
7159,stacyplays,really felt like blast past watching 😢ty stacy joey 💙,10,53,"{'roberta_neg': 0.03180108, 'roberta_neu': 0.28328222, 'roberta_pos': 0.68491673}",2
7161,stacyplays,blast past guys big part childhood lt3,7,38,"{'roberta_neg': 0.07491308, 'roberta_neu': 0.78082484, 'roberta_pos': 0.14426208}",1
7162,stacyplays,admit first favorite youtuber seeing video made nostolgic first years watching youtube thank stacy everything,15,109,"{'roberta_neg': 0.0013766171, 'roberta_neu': 0.022519156, 'roberta_pos': 0.97610414}",2
7163,stacyplays,omg wild glad i39ve chance grow stacy joey watching chaotic collabs happy ten stacy,14,83,"{'roberta_neg': 0.0017291508, 'roberta_neu': 0.041123815, 'roberta_pos': 0.95714706}",2
7165,stacyplays,comments back never appreciate youtuber stacy thankful everything you’ve done memories you’ve given us,14,102,"{'roberta_neg': 0.019433288, 'roberta_neu': 0.1708716, 'roberta_pos': 0.8096951}",2
7166,stacyplays,man 10 years can’t explain happiness video gave lt3333,9,54,"{'roberta_neg': 0.35676935, 'roberta_neu': 0.45681897, 'roberta_pos': 0.1864117}",1
7169,stacyplays,can39t believe it39s 10 years many great memories thank bring us along way,13,74,"{'roberta_neg': 0.002553912, 'roberta_neu': 0.013376705, 'roberta_pos': 0.9840694}",2
7170,stacyplays,thanks everyone love video filmed back fall took awhile perfect sure share friends family you39d like see biomes visit,19,118,"{'roberta_neg': 0.0021343126, 'roberta_neu': 0.028213313, 'roberta_pos': 0.96965235}",2
7177,stacyplays,wow series looks amazing can39t wait effort must put unreal,10,59,"{'roberta_neg': 0.0025078428, 'roberta_neu': 0.00916945, 'roberta_pos': 0.9883227}",2
7178,stacyplays,i39m proud stacy broadening content channel i39ve avid watcher channel 2 years it39s cool see something fun inventive,18,117,"{'roberta_neg': 0.0010841738, 'roberta_neu': 0.010917136, 'roberta_pos': 0.9879987}",2
7180,stacyplays,i39m absolutely impressed im speachless amazing series,7,54,"{'roberta_neg': 0.004989998, 'roberta_neu': 0.013925406, 'roberta_pos': 0.9810846}",2
7182,stacyplays,love series stacy one unique new ideas youtube keep exploring stacy 😄,12,69,"{'roberta_neg': 0.0013322105, 'roberta_neu': 0.029760113, 'roberta_pos': 0.9689077}",2
7183,stacyplays,stacy think you39re amazing you39re bringing new content channel that39s youtube red yay i39m really happy get experience learning new things it39s great yeah thank zoe,26,168,"{'roberta_neg': 0.0014717013, 'roberta_neu': 0.0065370463, 'roberta_pos': 0.9919912}",2
7184,stacyplays,series really cool watch also actually learn something loving series,10,68,"{'roberta_neg': 0.0017522763, 'roberta_neu': 0.018281912, 'roberta_pos': 0.9799658}",2
7185,stacyplays,field trips like would paid attention school,7,44,"{'roberta_neg': 0.13895115, 'roberta_neu': 0.76764536, 'roberta_pos': 0.093403496}",1
7186,stacyplays,congrats series excited released trailer disappoint keep hard work,9,66,"{'roberta_neg': 0.04739661, 'roberta_neu': 0.15770155, 'roberta_pos': 0.7949018}",2
7188,stacyplays,love adventures stacy going,4,27,"{'roberta_neg': 0.003063292, 'roberta_neu': 0.10196073, 'roberta_pos': 0.89497596}",2
7189,stacyplays,well put together kids would way i39d teach amazing cant wait,11,61,"{'roberta_neg': 0.004559867, 'roberta_neu': 0.02786744, 'roberta_pos': 0.96757275}",2
7190,stacyplays,absolutely love making learning fun relatable kids adults well mom respect minecraft player enjoy xxoo,15,102,"{'roberta_neg': 0.0017768259, 'roberta_neu': 0.010776618, 'roberta_pos': 0.98744655}",2
7193,stacyplays,can39t get beautiful stacy 💕😍,5,29,"{'roberta_neg': 0.0040371176, 'roberta_neu': 0.021473704, 'roberta_pos': 0.97448915}",2
7194,stacyplays,oh mygosh series exactly need like sit around watch youtube day learn nothing actually learning cool facts still watching one favorite youtubers love stacy 💜💜💜,25,159,"{'roberta_neg': 0.003496445, 'roberta_neu': 0.0287101, 'roberta_pos': 0.96779346}",2
7195,stacyplays,im loving series 😍 cool see minecraft things irl love excited seem 😊,13,68,"{'roberta_neg': 0.001216565, 'roberta_neu': 0.0057301447, 'roberta_pos': 0.99305326}",2
7196,stacyplays,series cool love itstacy creative love series love everything keep you39re doing❤️,12,82,"{'roberta_neg': 0.0015019492, 'roberta_neu': 0.007747303, 'roberta_pos': 0.99075073}",2
7197,stacyplays,proud stacy definitely one best work living hong kong it39s uncommon see snow tall trees glad get see it39s like really going field trip stace x3brthe music camera work absolutely amazing love learn something field trip facts xd,38,228,"{'roberta_neg': 0.0016542155, 'roberta_neu': 0.009394579, 'roberta_pos': 0.98895127}",2
7199,stacyplays,amazing love series already great work stacy,7,44,"{'roberta_neg': 0.0015324898, 'roberta_neu': 0.010767421, 'roberta_pos': 0.9877001}",2
7200,stacyplays,really cool series absolutely love,5,34,"{'roberta_neg': 0.0019371446, 'roberta_neu': 0.008653397, 'roberta_pos': 0.98940945}",2
7201,stacyplays,wonder took long make great job stacy 😊👍,8,40,"{'roberta_neg': 0.009273993, 'roberta_neu': 0.089567535, 'roberta_pos': 0.90115845}",2
7202,stacyplays,series cool would consider biomes mesa desert,7,45,"{'roberta_neg': 0.012375365, 'roberta_neu': 0.6131253, 'roberta_pos': 0.3744993}",1
7203,stacyplays,isn39t tv 😂❤️,3,13,"{'roberta_neg': 0.0078040957, 'roberta_neu': 0.09044803, 'roberta_pos': 0.9017479}",2
7204,stacyplays,fun cute can39t wait see totally come home arizona soon lt3 mesa everywhere,13,75,"{'roberta_neg': 0.0015667337, 'roberta_neu': 0.011325271, 'roberta_pos': 0.98710805}",2
7206,stacyplays,new series awesome love stacy 💙,6,31,"{'roberta_neg': 0.0015148758, 'roberta_neu': 0.010724039, 'roberta_pos': 0.987761}",2
7207,stacyplays,wow i39ve since start channel i39m proud stace,8,46,"{'roberta_neg': 0.001199829, 'roberta_neu': 0.02106004, 'roberta_pos': 0.97774017}",2
7208,stacyplays,that39s cool get explore real life versions minecraft biomes 😀,10,62,"{'roberta_neg': 0.0013670288, 'roberta_neu': 0.034762155, 'roberta_pos': 0.9638708}",2
7209,stacyplays,stacys plane soaring taiga mines meeting wolves that39s lot cross bucket list,12,77,"{'roberta_neg': 0.010021195, 'roberta_neu': 0.5873838, 'roberta_pos': 0.40259492}",1
7211,stacyplays,amazing learn39t many things didn39t know one episode remember keep making keep educating kids like stacy you39re best youtuber ever come across keep making videos keep lt3 love kaity xoxo stacyplays,31,199,"{'roberta_neg': 0.0017690402, 'roberta_neu': 0.013755277, 'roberta_pos': 0.9844757}",2
7212,stacyplays,couldn39t stop smiling watching good job stacy,7,46,"{'roberta_neg': 0.0034845206, 'roberta_neu': 0.016057458, 'roberta_pos': 0.9804581}",2
7213,stacyplays,really intresting concept fun see everything turns,7,50,"{'roberta_neg': 0.0037442716, 'roberta_neu': 0.046710853, 'roberta_pos': 0.9495449}",2
7214,stacyplays,hey stacy might see wanted share quick message want know love support you39ve come far even reality series i39ve seen grow channel you39ve strong proud proudest i39ll ever someone like lots love stacy❤️ xoxo big 10 year old fan,39,227,"{'roberta_neg': 0.0011556065, 'roberta_neu': 0.011597753, 'roberta_pos': 0.98724663}",2
7216,stacyplays,omg stacy think amazing idea go around world visit different incredible places 😃 hope decide think might come canada visit biome love,22,133,"{'roberta_neg': 0.0015460341, 'roberta_neu': 0.03262378, 'roberta_pos': 0.9658302}",2
7217,stacyplays,don39t need school need stacy,5,29,"{'roberta_neg': 0.41461983, 'roberta_neu': 0.548371, 'roberta_pos': 0.037009127}",1
7218,stacyplays,anybody else jealous uber39s get amazing stuff 💖 stacy also looked even beautiful sunlight forest,15,97,"{'roberta_neg': 0.0026083274, 'roberta_neu': 0.024520371, 'roberta_pos': 0.9728713}",2
7219,stacyplays,really cool video keep good work stacy 😁,8,40,"{'roberta_neg': 0.0014844903, 'roberta_neu': 0.01596056, 'roberta_pos': 0.9825549}",2
7222,stacyplays,love everyone stacy talks seems extremely happy even amazed someone would take interest rather overlooked forgotten part lives,18,126,"{'roberta_neg': 0.0036142748, 'roberta_neu': 0.023195174, 'roberta_pos': 0.9731906}",2
7230,stacyplays,like stacy makes learn it39s kinda part minecraft could know real life stuff may know 😀😊so think,17,96,"{'roberta_neg': 0.007032065, 'roberta_neu': 0.3148396, 'roberta_pos': 0.67812836}",2
7232,stacyplays,incredible learning experience stacy i39d love learn jungle mesa,9,64,"{'roberta_neg': 0.002403946, 'roberta_neu': 0.04245007, 'roberta_pos': 0.955146}",2
7234,stacyplays,stacy love direction series going let39s go ice spikes flower forest,11,68,"{'roberta_neg': 0.0025776697, 'roberta_neu': 0.20740534, 'roberta_pos': 0.79001695}",2
7235,stacyplays,please honour mermaid mondays come australia visit great barrier reef it39s biggest reef world seen space,16,105,"{'roberta_neg': 0.0021766461, 'roberta_neu': 0.09006182, 'roberta_pos': 0.9077615}",2
7236,stacyplays,can39t get enough thesekeep fantastic work stacy 💙,8,50,"{'roberta_neg': 0.0036328638, 'roberta_neu': 0.01723077, 'roberta_pos': 0.9791364}",2
7237,stacyplays,i39m obsessed series already i39d love see desert episode two,10,61,"{'roberta_neg': 0.004442332, 'roberta_neu': 0.044445902, 'roberta_pos': 0.9511118}",2
7239,stacyplays,ahhh staci episodes amazing i39m absolutely love new series super super super excited episodes amazing idea i39m glad much fun making lt3 lt3 lt3,24,145,"{'roberta_neg': 0.0021805894, 'roberta_neu': 0.005610638, 'roberta_pos': 0.9922087}",2
7240,stacyplays,stacy brings curiosity back replace school,6,42,"{'roberta_neg': 0.00948398, 'roberta_neu': 0.2906711, 'roberta_pos': 0.69984496}",2
7241,stacyplays,really love series hope stacy keeps making episodes,8,51,"{'roberta_neg': 0.0028938118, 'roberta_neu': 0.020223679, 'roberta_pos': 0.97688246}",2
7242,stacyplays,love videos much enjoying watching learning stacy also fun,9,58,"{'roberta_neg': 0.0024278054, 'roberta_neu': 0.010434356, 'roberta_pos': 0.9871379}",2
7243,stacyplays,can39t even express much love enjoy series,7,42,"{'roberta_neg': 0.10239433, 'roberta_neu': 0.20982483, 'roberta_pos': 0.6877808}",2
7244,stacyplays,loved trio videos stacy think mesa biome would awesome see next,11,63,"{'roberta_neg': 0.0016616507, 'roberta_neu': 0.020656943, 'roberta_pos': 0.9776814}",2
7245,stacyplays,i39ve loving series stacy looks like excited episodes,8,53,"{'roberta_neg': 0.0024425415, 'roberta_neu': 0.023529984, 'roberta_pos': 0.97402745}",2
7246,stacyplays,actually really enjoyed made well stacey point get bored want click brfor future biomes go maybe kind ocean summer it39s anytime soon place snows,24,145,"{'roberta_neg': 0.005486784, 'roberta_neu': 0.048739463, 'roberta_pos': 0.9457737}",2
7248,stacyplays,series fun realize hard keep quiet im glad florian wetlands sort ice spike biome would awesome see next,18,103,"{'roberta_neg': 0.0052170493, 'roberta_neu': 0.05631328, 'roberta_pos': 0.9384697}",2
7249,stacyplays,possibly favourite series ever made i39d love see go tundra biome maybe even savanna,14,84,"{'roberta_neg': 0.0021069318, 'roberta_neu': 0.035835292, 'roberta_pos': 0.96205777}",2
7250,stacyplays,can39t get awesome series,4,25,"{'roberta_neg': 0.1292561, 'roberta_neu': 0.2537754, 'roberta_pos': 0.61696845}",2
7251,stacyplays,stacy you39re adorable i39m loving new series might 6yr old check,11,65,"{'roberta_neg': 0.0015969167, 'roberta_neu': 0.008696141, 'roberta_pos': 0.989707}",2
7255,stacyplays,awesome love would love see mesa passionate i39m sure would great series,12,72,"{'roberta_neg': 0.0018297238, 'roberta_neu': 0.013192902, 'roberta_pos': 0.98497736}",2
7257,stacyplays,anyone else39s fav series❤️🐺🌲,4,29,"{'roberta_neg': 0.0018204489, 'roberta_neu': 0.085355796, 'roberta_pos': 0.91282374}",2
7259,stacyplays,stacy go swampland next episodes would amazing see looks like real life please like comment stacy share idea,18,108,"{'roberta_neg': 0.0020657075, 'roberta_neu': 0.0316969, 'roberta_pos': 0.96623737}",2
7260,stacyplays,i39ve never seen someone look good hard cap,8,43,"{'roberta_neg': 0.53472614, 'roberta_neu': 0.35666358, 'roberta_pos': 0.10861026}",0
7261,stacyplays,amazing series stacy ❤️,4,23,"{'roberta_neg': 0.0014794767, 'roberta_neu': 0.02112667, 'roberta_pos': 0.97739387}",2
7262,stacyplays,bad learned stacy game theriosts science class classes,8,54,"{'roberta_neg': 0.1994475, 'roberta_neu': 0.75632316, 'roberta_pos': 0.04422935}",1
7263,stacyplays,when39s next season coming cannot wait,6,38,"{'roberta_neg': 0.0028641135, 'roberta_neu': 0.022036694, 'roberta_pos': 0.9750992}",2
7264,stacyplays,omg stacy love series it39s sooo cool favourite episode far one wolves lucky can39t wait episodes,16,97,"{'roberta_neg': 0.0016822416, 'roberta_neu': 0.0053287926, 'roberta_pos': 0.99298894}",2
7265,stacyplays,love new series it39s stacy teaching us real life minecraft thank goddess also go plains see horses,17,99,"{'roberta_neg': 0.0015142977, 'roberta_neu': 0.012224833, 'roberta_pos': 0.98626083}",2
7267,stacyplays,yasss thought filmed next episodes series you’re something series even it’s 100 complete,13,88,"{'roberta_neg': 0.019634021, 'roberta_neu': 0.58398354, 'roberta_pos': 0.39638248}",1
7268,stacyplays,would love see mesa real life extreme hills biome ooh swamps biome maybe desert would cool see cactus possibly plains biome,21,123,"{'roberta_neg': 0.0054167104, 'roberta_neu': 0.16415522, 'roberta_pos': 0.83042806}",2
7269,stacyplays,stacy love series makes day,5,27,"{'roberta_neg': 0.0032311946, 'roberta_neu': 0.06502634, 'roberta_pos': 0.9317425}",2
7270,stacyplays,stacy big series lots people like brings back memories excited series,11,69,"{'roberta_neg': 0.0016037065, 'roberta_neu': 0.03652325, 'roberta_pos': 0.961873}",2
7271,stacyplays,stacy moment life decisions moving journalism instead sticking geology becoming influencer end honestly kind mood lol life sure mystery,19,135,"{'roberta_neg': 0.0783312, 'roberta_neu': 0.68335783, 'roberta_pos': 0.23831105}",1
7272,stacyplays,expect “page molly love you” hit nostalgia feels today thank stacy i’m happy see back online playing friends,18,108,"{'roberta_neg': 0.0013817705, 'roberta_neu': 0.018345123, 'roberta_pos': 0.9802731}",2
7274,stacyplays,stacy39s nether home looks cute it39s like little nether ranch,10,62,"{'roberta_neg': 0.0011258377, 'roberta_neu': 0.015961722, 'roberta_pos': 0.9829124}",2
7275,stacyplays,watching someone elses video saw stacy join don39t think i39ve ever felt pure excitement used avid watcher dogcraft hugeee comfort along popular series i39m excited see series lt333,28,181,"{'roberta_neg': 0.0027680679, 'roberta_neu': 0.025878824, 'roberta_pos': 0.97135305}",2
7276,stacyplays,stacy i39m excited you39re back creating minecraft videos friends remember watching back dogcraft days thank much amazing person loving dogs animals🐶🐕🐾,21,151,"{'roberta_neg': 0.001175843, 'roberta_neu': 0.007914559, 'roberta_pos': 0.99090964}",2
7279,stacyplays,i’m happy see stacy series i’m excited see goes,9,47,"{'roberta_neg': 0.0013182221, 'roberta_neu': 0.008194208, 'roberta_pos': 0.99048764}",2
7280,stacyplays,missed stacy many people comments saying much nostalgia “page molly love go rescue dog” brings it’s true videos made difference many people thank 💙🤍,24,148,"{'roberta_neg': 0.0029940133, 'roberta_neu': 0.060272735, 'roberta_pos': 0.9367332}",2
7282,stacyplays,still can39t believe 28 stacy channel 10 years excited watch another series channel,13,83,"{'roberta_neg': 0.051356614, 'roberta_neu': 0.26346067, 'roberta_pos': 0.6851827}",2
7283,stacyplays,finally watching stacy years it39s long since came new series it39s wonderful see back loved videos especially mystic mesa loved much got mystic wolves mod pack i39ve even read books hope keep making content like btw made term quotthe floor lavaquot literal oh really name chicken lucky cause really lucky get first shot,53,320,"{'roberta_neg': 0.00200178, 'roberta_neu': 0.016406592, 'roberta_pos': 0.9815916}",2
7284,stacyplays,excited series mossquest i39m really glad see stacy back series already seems like much fun,15,91,"{'roberta_neg': 0.0013893008, 'roberta_neu': 0.0071162335, 'roberta_pos': 0.9914944}",2
7285,stacyplays,big fan channel back dogcraft days i39m happy return new life,11,61,"{'roberta_neg': 0.0013934013, 'roberta_neu': 0.018309366, 'roberta_pos': 0.9802972}",2
7287,stacyplays,i’m happy you’re back stacy missed much known pretty long time good see started series love far can’t wait what’s ahead series 🥰💙🐺,23,130,"{'roberta_neg': 0.0011364094, 'roberta_neu': 0.0071160304, 'roberta_pos': 0.9917475}",2
7288,stacyplays,she’s new life comment i’m hyped happy stacy back,9,49,"{'roberta_neg': 0.0011286276, 'roberta_neu': 0.020419851, 'roberta_pos': 0.9784515}",2
7290,stacyplays,i39ve watching videos years feels like entirely new person i39m loving video style it39s cool seem catering series towards new returning people mentioning different things etc excited see interact slightly different crowd people usual,34,234,"{'roberta_neg': 0.0020217346, 'roberta_neu': 0.018715408, 'roberta_pos': 0.9792628}",2
7291,stacyplays,nostalgia unreal hearing gasp excited get seeing mobs thank stacy 🥺❤️,11,69,"{'roberta_neg': 0.0019109641, 'roberta_neu': 0.016588984, 'roberta_pos': 0.9815}",2
7292,stacyplays,aesthetic stacy’s cottage adorable,4,34,"{'roberta_neg': 0.0060076746, 'roberta_neu': 0.10175247, 'roberta_pos': 0.89223987}",2
7294,stacyplays,omg leave stacy chaotic clutch narrow escapes single episode 😅 also think fun name chicken would carcass 😂,18,106,"{'roberta_neg': 0.048535965, 'roberta_neu': 0.5725746, 'roberta_pos': 0.3788894}",1
7298,stacyplays,stacy back one series39 brings much happiness i39ve missed stacy,10,64,"{'roberta_neg': 0.005838087, 'roberta_neu': 0.062010255, 'roberta_pos': 0.9321517}",2
7299,stacyplays,great see stacy back can39t wait see series goes,9,48,"{'roberta_neg': 0.0020142314, 'roberta_neu': 0.018063378, 'roberta_pos': 0.9799224}",2
7302,stacyplays,brings back memories stacy makes crack every couple minutes love content stacy looking forward new series,16,105,"{'roberta_neg': 0.0015436807, 'roberta_neu': 0.019007588, 'roberta_pos': 0.97944874}",2
7303,stacyplays,stacy i39ve long time fan since 8 💖 glad see can39t wait see interact members also think name chicken ulna it39s bone wing helps birds fly,26,138,"{'roberta_neg': 0.0011527312, 'roberta_neu': 0.02213103, 'roberta_pos': 0.9767163}",2
7304,stacyplays,hearing outro gave warmest feeling stacy childhood find new life amazing can39t wait see get lt3,16,96,"{'roberta_neg': 0.0013057465, 'roberta_neu': 0.008725907, 'roberta_pos': 0.98996836}",2
7305,stacyplays,oh man brings back nostalgia stacy first youtuber ever watched inspired start channel got video editing got animating that39s career path thanks stacy branyway missed videos i39m really happy see calming energy give still ever,35,226,"{'roberta_neg': 0.0013529139, 'roberta_neu': 0.017193543, 'roberta_pos': 0.98145354}",2
7306,stacyplays,never watched content making point watch many new life creators glad watched video different origin cannot wait watch things continue play also sincere kudos incredible house build loved fiery accents,30,200,"{'roberta_neg': 0.005112713, 'roberta_neu': 0.026511274, 'roberta_pos': 0.96837604}",2
7307,stacyplays,miss stacy’s youtube series happy she’s back posting youtube regularly,10,70,"{'roberta_neg': 0.0019184186, 'roberta_neu': 0.07006227, 'roberta_pos': 0.92801934}",2
7308,stacyplays,love stacy39s reaction doesn39t take fall damage falling lava 🤣🤣,10,64,"{'roberta_neg': 0.08861569, 'roberta_neu': 0.464595, 'roberta_pos': 0.4467893}",1
7310,stacyplays,stacy glad u part series video made happy excited see u back minecraft cannot wait fun things u complete fun times members server i39ve literally watching since 2013 feels nostalgic lt3,31,185,"{'roberta_neg': 0.0014497585, 'roberta_neu': 0.007253337, 'roberta_pos': 0.9912969}",2
7312,stacyplays,can’t wait see meghan lizzie joey together episode it’s gonna nostalgic 😭,12,73,"{'roberta_neg': 0.0013368016, 'roberta_neu': 0.015050281, 'roberta_pos': 0.9836129}",2
7313,stacyplays,ah i39m excited see stacy back minecraft everyone else really bringing back awesome memories used play back day,18,111,"{'roberta_neg': 0.0013669423, 'roberta_neu': 0.007905686, 'roberta_pos': 0.9907274}",2
7314,stacyplays,i’m glad you’re part series think name chicken shivers lt3,10,58,"{'roberta_neg': 0.0023719685, 'roberta_neu': 0.03852556, 'roberta_pos': 0.9591025}",2
7315,stacyplays,it39s long since i39ve watched really missed discovered channel 8 years ago 7 stayed throughout helped many rough patches content,20,129,"{'roberta_neg': 0.044086494, 'roberta_neu': 0.4273547, 'roberta_pos': 0.52855885}",2
7316,stacyplays,i’ve wanting stacy series players i’m exited see,8,48,"{'roberta_neg': 0.005201366, 'roberta_neu': 0.22369336, 'roberta_pos': 0.7711053}",2
7317,stacyplays,happy see back stacy hope you’ve okay 💓 i’ve watching since dogcraft still watching,14,83,"{'roberta_neg': 0.0011753048, 'roberta_neu': 0.026534159, 'roberta_pos': 0.9722906}",2
7319,stacyplays,finally able get mods minecraft computer came back stacy39s channel see mods used dogcraft happened perfect time see joined new life literally couldn39t better,24,159,"{'roberta_neg': 0.0038442514, 'roberta_neu': 0.034437824, 'roberta_pos': 0.96171796}",2
7320,Youtuber,comments,1,8,"{'roberta_neg': 0.18648346, 'roberta_neu': 0.6851768, 'roberta_pos': 0.12833972}",1
7321,Niki Nihachu,beauty grace punched speed run face,6,35,"{'roberta_neg': 0.020104403, 'roberta_neu': 0.5467253, 'roberta_pos': 0.43317038}",1
7324,Niki Nihachu,bear talking niki like hasn39t beaten game multiple times funny,10,63,"{'roberta_neg': 0.12473551, 'roberta_neu': 0.5730559, 'roberta_pos': 0.30220863}",1
7325,Niki Nihachu,quotdoes stone spawn wallsquot bear spawn sky,7,45,"{'roberta_neg': 0.096746564, 'roberta_neu': 0.85949224, 'roberta_pos': 0.043761294}",1
7328,Niki Nihachu,haven’t watched stream im sure going chaotic,7,44,"{'roberta_neg': 0.42665634, 'roberta_neu': 0.5335501, 'roberta_pos': 0.03979353}",1
7330,Niki Nihachu,alternate video title winnie pooh teaches fish girl speedrun minecraft,10,70,"{'roberta_neg': 0.029255763, 'roberta_neu': 0.8533931, 'roberta_pos': 0.117351115}",1
7331,Niki Nihachu,good one ever beaten minecraft bear fish,7,40,"{'roberta_neg': 0.06412096, 'roberta_neu': 0.6097559, 'roberta_pos': 0.32612318}",1
7332,Niki Nihachu,beat world record stream extended,5,33,"{'roberta_neg': 0.0072236815, 'roberta_neu': 0.5256755, 'roberta_pos': 0.4671009}",1
7333,Niki Nihachu,love music dream uses manhunt videos linked speed running,9,57,"{'roberta_neg': 0.01653447, 'roberta_neu': 0.42983428, 'roberta_pos': 0.5536313}",2
7334,Niki Nihachu,stream ended chill chaotic,4,26,"{'roberta_neg': 0.29360932, 'roberta_neu': 0.6554341, 'roberta_pos': 0.05095659}",1
7336,Niki Nihachu,“lets like matrix” brbmatrix noisesb,5,36,"{'roberta_neg': 0.10431088, 'roberta_neu': 0.8168735, 'roberta_pos': 0.07881552}",1
7337,Niki Nihachu,petion nihachu best youtuber ever brexist sign,7,46,"{'roberta_neg': 0.0063195582, 'roberta_neu': 0.16199884, 'roberta_pos': 0.83168155}",2
7338,Niki Nihachu,she39s married grind 😌💅,4,23,"{'roberta_neg': 0.0065192007, 'roberta_neu': 0.29276842, 'roberta_pos': 0.7007124}",2
7340,Niki Nihachu,bear actually amazing teacher,4,29,"{'roberta_neg': 0.007916763, 'roberta_neu': 0.06374215, 'roberta_pos': 0.9283411}",2
7341,Niki Nihachu,love bear like “no may knowledge must educated one” niki still managed give knowledge,14,85,"{'roberta_neg': 0.029157648, 'roberta_neu': 0.4545478, 'roberta_pos': 0.51629454}",2
7345,Niki Nihachu,love ur content niki even though messed stuff happening still making content really pulling lt3,15,95,"{'roberta_neg': 0.0033190406, 'roberta_neu': 0.036501683, 'roberta_pos': 0.96017927}",2
7346,Niki Nihachu,niki honestly one favorite streamers she39s sweet still knows defend boundaries overall she39s def one comfort streamers,17,120,"{'roberta_neg': 0.0021411644, 'roberta_neu': 0.028271671, 'roberta_pos': 0.96958715}",2
7347,Niki Nihachu,watching niki39s cuteness cures depression,5,42,"{'roberta_neg': 0.0041366145, 'roberta_neu': 0.07409354, 'roberta_pos': 0.92176986}",2
7350,Niki Nihachu,everyone unliked us crying she39s pretty,6,40,"{'roberta_neg': 0.47707075, 'roberta_neu': 0.39501625, 'roberta_pos': 0.12791309}",0
7351,Niki Nihachu,ah yes start niki’s speed running career,7,40,"{'roberta_neg': 0.005356863, 'roberta_neu': 0.45990795, 'roberta_pos': 0.5347352}",2
7352,Niki Nihachu,new comfort streamer ❤️ love cut voice calming,8,46,"{'roberta_neg': 0.0015484679, 'roberta_neu': 0.012568077, 'roberta_pos': 0.9858834}",2
7354,Niki Nihachu,videos always brighten day look forward much,7,44,"{'roberta_neg': 0.0013634285, 'roberta_neu': 0.017186997, 'roberta_pos': 0.9814496}",2
7355,Niki Nihachu,niki39s voice everything along lani tubbos,6,42,"{'roberta_neg': 0.028900169, 'roberta_neu': 0.9097932, 'roberta_pos': 0.06130664}",1
7356,Niki Nihachu,love bear i39m glad giving platform,6,35,"{'roberta_neg': 0.0025498401, 'roberta_neu': 0.02216508, 'roberta_pos': 0.97528505}",2
7358,Niki Nihachu,like made 14 minutes long make seem like good dream,10,51,"{'roberta_neg': 0.01520511, 'roberta_neu': 0.18782647, 'roberta_pos': 0.79696846}",2
7359,Niki Nihachu,nikki wholesome world,3,21,"{'roberta_neg': 0.00826464, 'roberta_neu': 0.31016907, 'roberta_pos': 0.68156636}",2
7360,Niki Nihachu,tbh pretty well nice job,5,24,"{'roberta_neg': 0.0053174025, 'roberta_neu': 0.031443264, 'roberta_pos': 0.9632394}",2
7361,Niki Nihachu,“we don’t think possible mistakes successes” niki sudden deep quotes,10,68,"{'roberta_neg': 0.12550524, 'roberta_neu': 0.7418962, 'roberta_pos': 0.13259847}",1
7362,Niki Nihachu,love niki39s chat friendly like 0 toxic,7,39,"{'roberta_neg': 0.006222597, 'roberta_neu': 0.050984904, 'roberta_pos': 0.94279253}",2
7363,Niki Nihachu,“most music listen stream made lilypichu”brwoah didn’t know lily made speed running music j,14,91,"{'roberta_neg': 0.2767724, 'roberta_neu': 0.63493824, 'roberta_pos': 0.08828928}",1
7364,Niki Nihachu,beauty grace beating bearbubb pace,5,34,"{'roberta_neg': 0.017414136, 'roberta_neu': 0.4919217, 'roberta_pos': 0.49066412}",1
7365,Niki Nihachu,niki said “you it” heart warmed,6,31,"{'roberta_neg': 0.004541125, 'roberta_neu': 0.15330909, 'roberta_pos': 0.8421498}",2
7366,Niki Nihachu,hope ur well niki love ur videos sm make quarantine better,11,58,"{'roberta_neg': 0.002297222, 'roberta_neu': 0.022559581, 'roberta_pos': 0.9751432}",2
7368,Niki Nihachu,first tommy ranboo techno niki speed running take us,9,52,"{'roberta_neg': 0.01273572, 'roberta_neu': 0.8564497, 'roberta_pos': 0.13081458}",1
7372,Niki Nihachu,love calm minx niki second schlatt joins gets furious xd,10,56,"{'roberta_neg': 0.019110419, 'roberta_neu': 0.2759972, 'roberta_pos': 0.7048924}",2
7374,Niki Nihachu,love jshlatt came niki went quiet left minx handle,9,50,"{'roberta_neg': 0.024393152, 'roberta_neu': 0.64506537, 'roberta_pos': 0.33054152}",1
7375,Niki Nihachu,scariest thing happened 16 year old saying hello,8,48,"{'roberta_neg': 0.7659835, 'roberta_neu': 0.21382008, 'roberta_pos': 0.020196352}",0
7376,Niki Nihachu,volume wise i39d say 2 exactly like wilbur schlatt lol,10,54,"{'roberta_neg': 0.029645024, 'roberta_neu': 0.7282266, 'roberta_pos': 0.24212842}",1
7377,Niki Nihachu,okay wholesome chaotic time,4,27,"{'roberta_neg': 0.0070329634, 'roberta_neu': 0.30386308, 'roberta_pos': 0.68910396}",2
7378,Niki Nihachu,quotever felt useless remember niki useless dislike buttonquot,8,62,"{'roberta_neg': 0.91573584, 'roberta_neu': 0.0791383, 'roberta_pos': 0.0051259524}",0
7380,Niki Nihachu,like watching wilbur jschlatt another universe,6,46,"{'roberta_neg': 0.05795309, 'roberta_neu': 0.76221156, 'roberta_pos': 0.17983538}",1
